"new_id","structure_category","fatal_score","pop_score","fishing_score","rec_score","hazard_score","ph_tot_score"
55,"Diversion Dam",0,0.759781619654231,0,0,4,4.75978161965423
54,"Diversion Dam",0,0.758871701546861,0,0,4,4.75887170154686
803,"Grade Control Structure",0,0.75705186533212,0,0,4,4.75705186533212
56,"Diversion Dam",0,0.755232029117379,0,0,4,4.75523202911738
53,"Diversion Dam",0,0.753412192902639,0,0,4,4.75341219290264
57,"Diversion Dam",0,0.752502274795268,0,0,4,4.75250227479527
50,"Diversion Dam",0,0.748862602365787,0,0,4,4.74886260236579
59,"Diversion Dam",0,0.747952684258417,0,0,4,4.74795268425842
52,"Diversion Dam",0,0.745222929936306,0,0,4,4.74522292993631
60,"Diversion Dam",0,0.744313011828935,0,0,4,4.74431301182894
65,"Diversion Dam",0,0.739763421292084,0,0,4,4.73976342129208
794,"Grade Control Structure",0,0.738853503184713,0,0,4,4.73885350318471
23,"Diversion Dam",0,0.735213830755232,0,0,4,4.73521383075523
343,"Diversion Dam",0,0.721565059144677,0,0,4,4.72156505914468
899,"Grade Control Structure",0,0.720655141037307,0,0,4,4.72065514103731
190,"Diversion Dam",0,0.718835304822566,0,0,4,4.71883530482257
191,"Diversion Dam",0,0.717015468607825,0,0,4,4.71701546860783
443,"Diversion Dam",0,0.716105550500455,0,0,4,4.71610555050045
186,"Diversion Dam",0,0.714285714285714,0,0,4,4.71428571428571
192,"Diversion Dam",0,0.712465878070974,0,0,4,4.71246587807097
189,"Diversion Dam",0,0.710646041856233,0,0,4,4.71064604185623
188,"Diversion Dam",0,0.707916287534122,0,0,4,4.70791628753412
193,"Diversion Dam",0,0.704276615104641,0,0,4,4.70427661510464
402,"Diversion Dam",0,0.696997270245678,0,0,4,4.69699727024568
754,"Grade Control Structure",0,0.688808007279345,0,0,4,4.68880800727934
698,"Diversion Dam",0,0.677888989990901,0,0,4,4.6778889899909
162,"Diversion Dam",0,0.67606915377616,0,0,4,4.67606915377616
700,"Diversion Dam",0,0.672429481346679,0,0,4,4.67242948134668
163,"Diversion Dam",0,0.670609645131938,0,0,4,4.67060964513194
701,"Diversion Dam",0,0.669699727024568,0,0,4,4.66969972702457
401,"Diversion Dam",0,0.668789808917198,0,0,4,4.6687898089172
164,"Diversion Dam",0,0.663330300272975,0,0,4,4.66333030027298
545,"Diversion Dam",0,0.660600545950864,0,0,4,4.66060054595086
702,"Diversion Dam",0,0.631483166515014,0,0,4,4.63148316651501
703,"Diversion Dam",0,0.627843494085532,0,0,4,4.62784349408553
993,"Grade Control Structure",0,0.62147406733394,0,0,4,4.62147406733394
704,"Diversion Dam",0,0.615104640582348,0,0,4,4.61510464058235
705,"Diversion Dam",0,0.613284804367607,0,0,4,4.61328480436761
468,"Diversion Dam",0,0.609645131938126,0,0,4,4.60964513193813
889,"Grade Control Structure",0,0.5950864422202,0,0,4,4.5950864422202
194,"Diversion Dam",0,0.593266606005459,0,0,4,4.59326660600546
500,"Diversion Dam",0,0.580527752502275,0,0,4,4.58052775250227
165,"Diversion Dam",0,0.556869881710646,0,0,4,4.55686988171065
718,"Diversion Dam",0,0.553230209281165,0,0,4,4.55323020928116
544,"Diversion Dam",0,0.551410373066424,0,0,4,4.55141037306642
719,"Diversion Dam",0,0.544131028207461,0,0,4,4.54413102820746
741,"Diversion Dam",0,0.529572338489536,0,0,4,4.52957233848954
726,"Diversion Dam",0,0.457688808007279,0,0,4,4.45768880800728
16,"Diversion Dam",0,0.451319381255687,0,0,4,4.45131938125569
15,"Diversion Dam",0,0.448589626933576,0,0,4,4.44858962693358
251,"Diversion Dam",0,0.445859872611465,0,0,4,4.44585987261147
250,"Diversion Dam",0,0.444949954504095,0,0,4,4.44494995450409
17,"Diversion Dam",0,0.442220200181984,0,0,4,4.44222020018198
252,"Diversion Dam",0,0.440400363967243,0,0,4,4.44040036396724
253,"Diversion Dam",0,0.438580527752502,0,0,4,4.4385805277525
14,"Diversion Dam",0,0.429481346678799,0,0,4,4.4294813466788
298,"Diversion Dam",0,0.419472247497725,0,0,4,4.41947224749773
297,"Diversion Dam",0,0.417652411282985,0,0,4,4.41765241128298
295,"Diversion Dam",0,0.415832575068244,0,0,4,4.41583257506824
270,"Diversion Dam",0,0.407643312101911,0,0,4,4.40764331210191
274,"Diversion Dam",0,0.40582347588717,0,0,4,4.40582347588717
288,"Diversion Dam",0,0.399454049135578,0,0,4,4.39945404913558
258,"Diversion Dam",0,0.395814376706096,0,0,4,4.3958143767061
259,"Diversion Dam",0,0.394904458598726,0,0,4,4.39490445859873
262,"Diversion Dam",0,0.387625113739763,0,0,4,4.38762511373976
271,"Diversion Dam",0,0.385805277525023,0,0,4,4.38580527752502
263,"Diversion Dam",0,0.384895359417652,0,0,4,4.38489535941765
260,"Diversion Dam",0,0.383985441310282,0,0,4,4.38398544131028
272,"Diversion Dam",0,0.383075523202912,0,0,4,4.38307552320291
261,"Diversion Dam",0,0.382165605095541,0,0,4,4.38216560509554
265,"Diversion Dam",0,0.381255686988171,0,0,4,4.38125568698817
914,"Grade Control Structure",0,0.37761601455869,0,0,4,4.37761601455869
166,"Diversion Dam",0,0.370336669699727,0,0,4,4.37033666969973
13,"Diversion Dam",0,0.366696997270246,0,0,4,4.36669699727025
7,"Diversion Dam",0,0.349408553230209,0,0,4,4.34940855323021
330,"Diversion Dam",0,0.346678798908098,0,0,4,4.3466787989081
326,"Diversion Dam",0,0.342129208371247,0,0,4,4.34212920837125
245,"Diversion Dam",0,0.341219290263876,0,0,4,4.34121929026388
12,"Diversion Dam",0,0.339399454049136,0,0,4,4.33939945404914
242,"Diversion Dam",0,0.332120109190173,0,0,4,4.33212010919017
168,"Diversion Dam",0,0.327570518653321,0,0,4,4.32757051865332
169,"Diversion Dam",0,0.32484076433121,0,0,4,4.32484076433121
942,"Grade Control Structure",0,0.320291173794358,0,0,4,4.32029117379436
269,"Diversion Dam",0,0.314831665150136,0,0,4,4.31483166515014
323,"Diversion Dam",0,0.310282074613285,0,0,4,4.31028207461329
341,"Diversion Dam",0,0.304822565969063,0,0,4,4.30482256596906
322,"Diversion Dam",0,0.301182893539581,0,0,4,4.30118289353958
170,"Diversion Dam",0,0.29845313921747,0,0,4,4.29845313921747
565,"Diversion Dam",0,0.2975432211101,0,0,4,4.2975432211101
320,"Diversion Dam",0,0.290263876251137,0,0,4,4.29026387625114
340,"Diversion Dam",0,0.281164695177434,0,0,4,4.28116469517743
154,"Diversion Dam",0,0.279344858962693,0,0,4,4.27934485896269
338,"Diversion Dam",0,0.273885350318471,0,0,4,4.27388535031847
336,"Diversion Dam",0,0.27024567788899,0,0,4,4.27024567788899
315,"Diversion Dam",0,0.266606005459509,0,0,4,4.26660600545951
11,"Diversion Dam",0,0.261146496815287,0,0,4,4.26114649681529
314,"Diversion Dam",0,0.260236578707916,0,0,4,4.26023657870792
644,"Diversion Dam",0,0.258416742493176,0,0,4,4.25841674249318
332,"Diversion Dam",0,0.250227479526843,0,0,4,4.25022747952684
311,"Diversion Dam",0,0.249317561419472,0,0,4,4.24931756141947
642,"Diversion Dam",0,0.248407643312102,0,0,4,4.2484076433121
309,"Diversion Dam",0,0.245677888989991,0,0,4,4.24567788898999
310,"Diversion Dam",0,0.244767970882621,0,0,4,4.24476797088262
227,"Diversion Dam",0,0.236578707916288,0,0,4,4.23657870791629
10,"Diversion Dam",0,0.234758871701547,0,0,4,4.23475887170155
307,"Diversion Dam",0,0.232939035486806,0,0,4,4.23293903548681
308,"Diversion Dam",0,0.232029117379436,0,0,4,4.23202911737944
582,"Diversion Dam",0,0.228389444949955,0,0,4,4.22838944494995
9,"Diversion Dam",0,0.223839854413103,0,0,4,4.2238398544131
225,"Diversion Dam",0,0.221110100090992,0,0,4,4.22111010009099
226,"Diversion Dam",0,0.220200181983621,0,0,4,4.22020018198362
649,"Diversion Dam",0,0.219290263876251,0,0,4,4.21929026387625
304,"Diversion Dam",0,0.21565059144677,0,0,4,4.21565059144677
923,"Grade Control Structure",0,0.203821656050955,0,0,4,4.20382165605096
217,"Diversion Dam",0,0.201091901728844,0,0,4,4.20109190172884
924,"Grade Control Structure",0,0.199272065514104,0,0,4,4.1992720655141
196,"Diversion Dam",0,0.194722474977252,0,0,4,4.19472247497725
301,"Diversion Dam",0,0.193812556869882,0,0,4,4.19381255686988
224,"Diversion Dam",0,0.1901728844404,0,0,4,4.1901728844404
637,"Diversion Dam",0,0.18926296633303,0,0,4,4.18926296633303
20,"Diversion Dam",0,0.178343949044586,0,0,4,4.17834394904459
223,"Diversion Dam",0,0.177434030937216,0,0,4,4.17743403093722
19,"Diversion Dam",0,0.171974522292994,0,0,4,4.17197452229299
167,"Diversion Dam",0,0.171064604185623,0,0,4,4.17106460418562
216,"Diversion Dam",0,0.168334849863512,0,0,4,4.16833484986351
222,"Diversion Dam",0,0.167424931756142,0,0,4,4.16742493175614
935,"Grade Control Structure",0,0.166515013648772,0,0,4,4.16651501364877
228,"Diversion Dam",0,0.163785259326661,0,0,4,4.16378525932666
927,"Grade Control Structure",0,0.16287534121929,0,0,4,4.16287534121929
628,"Diversion Dam",0,0.156505914467698,0,0,4,4.1565059144677
8,"Diversion Dam",0,0.155595996360328,0,0,4,4.15559599636033
929,"Grade Control Structure",0,0.147406733393995,0,0,4,4.14740673339399
931,"Grade Control Structure",0,0.145586897179254,0,0,4,4.14558689717925
932,"Grade Control Structure",0,0.143767060964513,0,0,4,4.14376706096451
900,"Grade Control Structure",0,0.133757961783439,0,0,4,4.13375796178344
4,"Diversion Dam",0,0.0909918107370337,0,0,4,4.09099181073703
6,"Diversion Dam",0,0.086442220200182,0,0,4,4.08644222020018
172,"Diversion Dam",0,0.0846223839854413,0,0,4,4.08462238398544
199,"Diversion Dam",0,0.0800727934485896,0,0,4,4.08007279344859
173,"Diversion Dam",0,0.0791628753412192,0,0,4,4.07916287534122
230,"Diversion Dam",0,0.0709736123748863,0,0,4,4.07097361237489
5,"Diversion Dam",0,0.0700636942675159,0,0,4,4.07006369426752
200,"Diversion Dam",0,0.0664240218380345,0,0,4,4.06642402183803
210,"Diversion Dam",0,0.0473157415832575,0,0,4,4.04731574158326
171,"Diversion Dam",0,0.0454959053685169,0,0,4,4.04549590536852
174,"Diversion Dam",0,0.0409463148316651,0,0,4,4.04094631483166
176,"Diversion Dam",0,0.0373066424021838,0,0,4,4.03730664240218
411,"Diversion Dam",0,0.0227479526842584,0,0,4,4.02274795268426
121,"Diversion Dam",0,0.878980891719745,1,1,1,3.87898089171975
120,"Diversion Dam",0,0.878070973612375,1,1,1,3.87807097361237
157,"Diversion Dam",0,0.727024567788899,1,1,1,3.7270245677889
894,"Grade Control Structure",0,0.726114649681529,1,1,1,3.72611464968153
503,"Diversion Dam",0,0.666969972702457,1,1,1,3.66696997270246
428,"Diversion Dam",0,0.597816196542311,1,1,1,3.59781619654231
992,"Grade Control Structure",0,0.524112829845314,1,1,1,3.52411282984531
892,"Grade Control Structure",0,0.37852593266606,1,1,1,3.37852593266606
463,"Diversion Dam",0,0.355777979981802,1,1,1,3.3557779799818
422,"Diversion Dam",0,0.354868061874431,1,1,1,3.35486806187443
375,"Diversion Dam",0,0.173794358507734,1,1,1,3.17379435850773
155,"Diversion Dam",0,0.144676979071883,1,1,1,3.14467697907188
235,"Diversion Dam",0,0.118289353958144,1,1,1,3.11828935395814
673,"Diversion Dam",0,0.089171974522293,1,1,1,3.08917197452229
674,"Diversion Dam",0,0.0882620564149227,1,1,1,3.08826205641492
355,"Diversion Dam",0,0.0254777070063694,1,1,1,3.02547770700637
353,"Diversion Dam",0,0.0236578707916287,1,1,1,3.02365787079163
955,"Grade Control Structure",0,0.0200181983621474,1,1,1,3.02001819836215
770,"Grade Control Structure",0,1,0,1,1,3
771,"Grade Control Structure",0,0.99909008189263,0,1,1,2.99909008189263
772,"Grade Control Structure",0,0.998180163785259,0,1,1,2.99818016378526
773,"Grade Control Structure",0,0.997270245677889,0,1,1,2.99727024567789
774,"Grade Control Structure",0,0.996360327570519,0,1,1,2.99636032757052
38,"Diversion Dam",0,0.995450409463148,0,1,1,2.99545040946315
785,"Grade Control Structure",0,0.953594176524113,1,0,1,2.95359417652411
786,"Grade Control Structure",0,0.951774340309372,1,0,1,2.95177434030937
787,"Grade Control Structure",0,0.950864422202002,1,0,1,2.950864422202
756,"Grade Control Structure",0,0.908098271155596,0,1,1,2.9080982711556
811,"Grade Control Structure",0,0.876251137397634,0,1,1,2.87625113739763
808,"Grade Control Structure",0,0.870791628753412,0,1,1,2.87079162875341
809,"Grade Control Structure",0,0.869881710646042,0,1,1,2.86988171064604
103,"Diversion Dam",0,0.841674249317561,0,1,1,2.84167424931756
823,"Grade Control Structure",0,0.830755232029117,0,1,1,2.83075523202912
824,"Grade Control Structure",0,0.828025477707006,0,1,1,2.82802547770701
822,"Grade Control Structure",0,0.827115559599636,0,1,1,2.82711555959964
825,"Grade Control Structure",0,0.825295723384895,0,1,1,2.8252957233849
826,"Grade Control Structure",0,0.824385805277525,0,1,1,2.82438580527753
827,"Grade Control Structure",0,0.823475887170155,0,1,1,2.82347588717015
828,"Grade Control Structure",0,0.822565969062784,0,1,1,2.82256596906278
829,"Grade Control Structure",0,0.821656050955414,0,1,1,2.82165605095541
830,"Grade Control Structure",0,0.819836214740673,0,1,1,2.81983621474067
552,"Diversion Dam",0,0.740673339399454,1,0,1,2.74067333939945
158,"Diversion Dam",0,0.733393994540491,1,0,1,2.73339399454049
896,"Grade Control Structure",0,0.72884440400364,1,0,1,2.72884440400364
161,"Diversion Dam",0,0.722474977252047,0,1,1,2.72247497725205
344,"Diversion Dam",0,0.711555959963603,0,1,1,2.7115559599636
548,"Diversion Dam",0,0.695177434030937,0,1,1,2.69517743403094
547,"Diversion Dam",0,0.693357597816197,0,1,1,2.6933575978162
708,"Diversion Dam",0,0.691537761601456,0,1,1,2.69153776160146
709,"Diversion Dam",0,0.690627843494086,0,1,1,2.69062784349409
546,"Diversion Dam",0,0.687898089171975,0,1,1,2.68789808917197
710,"Diversion Dam",0,0.671519563239309,0,1,1,2.67151956323931
520,"Diversion Dam",0,0.665150136487716,0,1,1,2.66515013648772
